PT	AU	BA	BE	GP	AF	BF	CA	TI	SO	SE	BS	LA	DT	CT	CY	CL	SP	HO	DE	ID	AB	C1	RP	EM	RI	OI	FU	FX	CR	NR	TC	Z9	U1	U2	PU	PI	PA	SN	EI	BN	J9	JI	PD	PY	VL	IS	PN	SU	SI	MA	BP	EP	AR	DI	D2	PG	WC	SC	GA	UT	PM
J	[Anonymous]				[Anonymous]			Enrichment Technology - reliable Supplier of Gas Centrifuges	ATW-INTERNATIONAL JOURNAL FOR NUCLEAR POWER			German	Editorial Material																	0	0	0	0	2	INFORUM VERLAGS-VERWALTUNGSGESELLSCHAFT MBH	BERLIN	ROBERT-KOCH-PLATZ 4, BERLIN, 10115, GERMANY	1431-5254			ATW-INT J NUCL POWER	ATW-Int. J. Nucl. Power	OCT	2011	56	10					573	574				2	Nuclear Science & Technology	Nuclear Science & Technology	859US	WOS:000297901900007					
J	Uckan, NA				Uckan, Nermin A.			Proceedings of the NINTH INTERNATIONAL CONFERENCE ON TRITIUM SCIENCE AND TECHNOLOGY (Part 1)	FUSION SCIENCE AND TECHNOLOGY			English	Editorial Material																	0	0	0	0	1	AMER NUCLEAR SOC	LA GRANGE PK	555 N KENSINGTON AVE, LA GRANGE PK, IL 60526 USA	1536-1055			FUSION SCI TECHNOL	Fusion Sci. Technol.	OCT	2011	60	3					VII	VII				1	Nuclear Science & Technology	Nuclear Science & Technology	843LU	WOS:000296674100001					
J	Tanaka, S; Tanabe, T				Tanaka, Satoru; Tanabe, Tetsuo			Proceedings of the NINTH INTERNATIONAL CONFERENCE ON TRITIUM SCIENCE AND TECHNOLOGY (Part 1) Nara, Japan, October 24-29, 2010 PREFACE	FUSION SCIENCE AND TECHNOLOGY			English	Editorial Material									[Tanaka, Satoru] Univ Tokyo, Tokyo 1138654, Japan; [Tanabe, Tetsuo] Kyushu Univ, Fukuoka 812, Japan	Tanaka, S (reprint author), Univ Tokyo, Tokyo 1138654, Japan.							0	0	0	0	3	AMER NUCLEAR SOC	LA GRANGE PK	555 N KENSINGTON AVE, LA GRANGE PK, IL 60526 USA	1536-1055			FUSION SCI TECHNOL	Fusion Sci. Technol.	OCT	2011	60	3					IX	IX				1	Nuclear Science & Technology	Nuclear Science & Technology	843LU	WOS:000296674100002					
J	Homma, S; Watanabe, M; Koga, J; Matsumoto, S				Homma, Shunji; Watanabe, Makio; Koga, Jiro; Matsumoto, Shiro			Application of Data Reconciliation and Gross Error Detection to Nuclear Material Accounting for Spent Fuel Reprocessing	JOURNAL OF NUCLEAR SCIENCE AND TECHNOLOGY			English	Article						reprocessing; safeguards; nuclear material accounting; data reconciliation; gross error detection	PROCESS FAULT-DETECTION; QUANTITATIVE MODEL	Data reconciliation and gross error detection are applied to nuclear material accounting of spent fuel reprocessing in order to demonstrate their usefulness for verification activities in a safeguards system. In a simple flowsheet of the Purex process including dissolution, co-decontamination, and uranium-plutonium partition processes, the measurements of the steady-state mass flow rate, which include artificial random errors imitating measurement errors and/or process disturbances, are reconciled by a least-squares method with linear constraints of mass balance equations. The reconciled measurements satisfy the mass balance equations and their random errors are reduced. By use of another set of measurements, which includes both random and systematic errors, the gross error detection with chi(2) test statistic is tested in order to find the systematic errors, which can correspond to the failure of measurement devices and the loss of nuclear materials. The systematic error is successfully detected with a given confidence limit.	[Homma, Shunji; Watanabe, Makio; Koga, Jiro; Matsumoto, Shiro] Saitama Univ, Grad Sch Sci & Engn, Div Mat Sci, Sakura Ku, Saitama 3388570, Japan	Homma, S (reprint author), Saitama Univ, Grad Sch Sci & Engn, Div Mat Sci, Sakura Ku, Saitama 3388570, Japan.	honma@apc.saitama-u.ac.jp	Homma, Shunji/I-1132-2012	Homma, Shunji/0000-0002-8501-8263			Benedict M., 1981, NUCL CHEM ENG; Burr TL, 2003, J NUCL SCI TECHNOL, V40, P256, DOI 10.3327/jnst.40.256; Johnson SJ, 2001, P S INT SAF VER NUCL; Mood AM, 1974, INTRO THEORY STAT; Narasimhan S, 2000, DATA RECONCILIATION; Romagnoli J A, 2000, DATA PROCESSING RECO; Smith D. B., 1980, LOS ALAMOS SCI   SUM, V116; Suzuki M, 2006, J NUCL SCI TECHNOL, V43, P1270, DOI 10.1080/18811248.2006.9711220; Venkatasubramanian V, 2003, COMPUT CHEM ENG, V27, P327, DOI 10.1016/S0098-1354(02)00162-X; Venkatasubramanian V, 2003, COMPUT CHEM ENG, V27, P313, DOI 10.1016/S0098-1354(02)00161-8; Venkatsubramanian V, 2003, COMPUT CHEM ENG, V27, P293, DOI 10.1016/S0098-1354(02)00160-6	11	0	0	0	5	TAYLOR & FRANCIS LTD	ABINGDON	4 PARK SQUARE, MILTON PARK, ABINGDON OX14 4RN, OXON, ENGLAND	0022-3131	1881-1248		J NUCL SCI TECHNOL	J. Nucl. Sci. Technol.	OCT	2011	48	10					1285	1288		10.1080/18811248.2011.9711818		4	Nuclear Science & Technology	Nuclear Science & Technology	850JM	WOS:000297190900002					
J	Rosanvallon, S; Benchikhoune, M; Ciattaglia, S; Uzan, JE; Gastaldi, O; Na, BC; Taylor, N				Rosanvallon, S.; Benchikhoune, M.; Ciattaglia, S.; Uzan, J. Elbez; Gastaldi, O.; Na, B. C.; Taylor, N.			MANAGEMENT OF TRITIUM IN ITER WASTE	FUSION SCIENCE AND TECHNOLOGY			English	Article								ITER will use tritium as fuel. Procedures and processes are thus put in place in order to recover the tritium that is not used in the fusion reaction, including from waste and effluents. The tritium thus recovered can be re-injected into the fuel cycle. Moreover, tritium content and thus outgassing may be a safety concern, because of the potential for releases to the environment, both from the facility and from the final disposal (subjected to stringent acceptance criteria in the current waste final disposal). The aim of this paper is to present the measures considered to deal with the specific case of tritium in the liquid and solid waste that will arise from ITER operation and decommissioning. It concerns the processes that are considered from the waste production to its final disposal and in particular: the tritium removal stages (in-situ divertor baking at 350 C and tritium removal from solid waste and liquid and gaseous effluents), the removal of dust contamination (dust containing tritium produced by plasma-wall interaction and by the maintenance/ refurbishment processes) and the measures to enable safe processing and storage of the waste (wall-liner in the hot cell facility to limit concrete contamination and interim storage enabling tritium decay for waste that could not be directly accepted in the host-country final disposal facilities).	[Rosanvallon, S.; Benchikhoune, M.; Ciattaglia, S.; Uzan, J. Elbez; Na, B. C.; Taylor, N.] ITER Org, CS 90 046, F-13067 St Paul Les Durance, France; [Gastaldi, O.] Assoc Euratom CEA, DEN DTN STPA, F-13108 St Paul Les Durance, France	Rosanvallon, S (reprint author), ITER Org, CS 90 046, F-13067 St Paul Les Durance, France.	Sandrine.rosanvallon@iter.org					BATIFOL G., 2008, FUSION SCI TECHNOLOG, V54, P205; Gastaldi O, 2009, FUSION ENG DES, V84, P815, DOI 10.1016/j.fusengdes.2009.03.007; Ghirelli N, 2009, FUSION ENG DES, V84, P821, DOI 10.1016/j.fusengdes.2008.11.089; Konishi S, 2008, FUSION ENG DES, V83, P954, DOI 10.1016/j.fusengdes.2008.06.060; Perevezentsev AN, 2008, FUSION ENG DES, V83, P1364, DOI 10.1016/j.fusengdes.2008.04.003; Rosanvallon S, 2010, FUSION ENG DES, V85, P1788, DOI 10.1016/j.fusengdes.2010.05.040; Roth J, 2009, J NUCL MATER, V390-91, P1, DOI 10.1016/j.jnucmat.2009.01.037; Sharpe JP, 2002, FUSION ENG DES, V63-64, P153, DOI 10.1016/S0920-3796(02)00191-6; SUGIYAMA K., 2010, 19 PSI C SAN DIEG US; Tesini A, 2008, FUSION ENG DES, V83, P810, DOI 10.1016/j.fusengdes.2008.08.011	10	5	5	2	6	AMER NUCLEAR SOC	LA GRANGE PK	555 N KENSINGTON AVE, LA GRANGE PK, IL 60526 USA	1536-1055			FUSION SCI TECHNOL	Fusion Sci. Technol.	OCT	2011	60	3					855	860				6	Nuclear Science & Technology	Nuclear Science & Technology	843LU	WOS:000296674100003					
J	Hemsworth, R; de Esch, HPL; Krylov, A; Panasenkov, A; Tanga, A				Hemsworth, R.; de Esch, H. P. L.; Krylov, A.; Panasenkov, A.; Tanga, A.			A NEUTRAL BEAM INJECTOR FOR FUELLING A FUSION DEVICE WITH ATOMIC TRITIUM	FUSION SCIENCE AND TECHNOLOGY			English	Article								In a fusion device tritium ions react with deuterium ions to produce helium atoms and fast neutrons, and the tritium and deuterium consumed in the reaction must be replaced to maintain steady state conditions. This paper presents a conceptual design of a neutral beam injector which aims to maximise the T injection into the machine whilst substantially reducing the amount of T(2) that has to be cycled through the injector.	[Hemsworth, R.; Tanga, A.] ITER Org Route Vinon sur Verdon, F-13115 St Paul Les Durance, France; [de Esch, H. P. L.] CEA Cadarache, IRFM, F-13108 St Paul Les Durance, France; [Krylov, A.; Panasenkov, A.] Russian Res Ctr, Kurchatov Inst, Inst Phys Tokamak, Moscow, Russia	Hemsworth, R (reprint author), ITER Org Route Vinon sur Verdon, F-13115 St Paul Les Durance, France.	ronald.hemsworth@iter.org; hubert.de-esch@cea.fr; krylov@nfi.kiae.ru					CHAKRABORTY A, 2010, SCIENCE, V38, P248; Krylov A, 2006, FUSION ENG DES, V81, P2239, DOI 10.1016/j.fusengdes.2006.03.006; Loarte A., 2010, COMMUNICATION	3	0	0	1	3	AMER NUCLEAR SOC	LA GRANGE PK	555 N KENSINGTON AVE, LA GRANGE PK, IL 60526 USA	1536-1055			FUSION SCI TECHNOL	Fusion Sci. Technol.	OCT	2011	60	3					861	864				4	Nuclear Science & Technology	Nuclear Science & Technology	843LU	WOS:000296674100004					
J	Papastergiou, S; Lasser, R; Piazza, G; Wikus, P; Day, C; Haas, H; Hanke, S; Hauer, V; Poncet, JM; Antipenkov, A; Dremel, M; Mayaux, C; Pearce, R; Fellin, F				Papastergiou, S.; Laesser, R.; Piazza, G.; Wikus, P.; Day, Ch.; Haas, H.; Hanke, S.; Hauer, V.; Poncet, J. M.; Antipenkov, A.; Dremel, M.; Mayaux, Ch.; Pearce, R.; Fellin, F.			THE EUROPEAN SUPPLIED COMPONENTS OF THE ITER VACUUM PUMPING SYSTEMS	FUSION SCIENCE AND TECHNOLOGY			English	Article								The ITER Vacuum Pumping systems are designed to pump hydrogen isotopes, including tritium, helium and impurities. The EU is responsible for the in-kind supply of 8 torus-, 2 cryostat-, 3 Heating Neutral Beam- (HNB) and 1 Diagnostic Neutral Beam- (DNB) cryopumps, their 14 Cold Valve Boxes (CVBs) and the cryolines between them as well as the Leak Detection and Localization (LD&L) systems. The design of these systems has progressed well in the past with the exception of LD&L where the results of a significant R&D program are required to define the design. The torus and cryostat cryopumps incorporate an inlet vacuum valve capable of controlling the pumping speed and require to be sufficiently instrumented for performance and inventory control. In order to fully define the related Procurement Arrangements (PA) and minimize any technological, programmatic or cost risks, a 1:1 Pre-Production cryopump (PPC) has been planned to be built and tested as well as a series of necessary R&D activities will need to be performed. These activities will address all technological challenges, specify the instrumentation needs of these Vacuum Pumping systems and analyze their performance, incorporating also all safety provisions and remote handling requirements.	[Papastergiou, S.; Laesser, R.; Piazza, G.; Wikus, P.] Fus Energy, Plant Syst Div, Barcelona, Spain; [Day, Ch.; Haas, H.; Hanke, S.; Hauer, V.] Karlsruhe Inst Technol, Inst Tech Phys, Vacuum Dept, Karlsruhe, Germany; [Poncet, J. M.] Commissariat Energie Atom, Inst Nanosci & Cryogenie, Serv Basses Temp, Direct Sci Mat, Grenoble, France; [Antipenkov, A.; Dremel, M.; Mayaux, Ch.; Pearce, R.] ITER Org, VPS Grp, Cent Engn & Plant Support Dept, St Paul Les Durance, France; [Fellin, F.] Consorzio RFX Assoc ENEA Euratom, Area Ric, CNR, Padua, Italy	Papastergiou, S (reprint author), Fus Energy, Plant Syst Div, Barcelona, Spain.						DAY C, 2010, P S FUS TECHN PORT P; Day C, 2007, VACUUM, V81, P738, DOI 10.1016/j.vacuum.2005.11.050; Dremel M, 2009, FUSION ENG DES, V84, P689, DOI 10.1016/j.fusengdes.2009.01.004; Haas H, 2003, FUSION ENG DES, V69, P91, DOI 10.1016/S0920-3796(03)00261-8; SCANNAPIEGO M, 2010, P INT C CRYOG ENG WR	5	0	0	2	3	AMER NUCLEAR SOC	LA GRANGE PK	555 N KENSINGTON AVE, LA GRANGE PK, IL 60526 USA	1536-1055			FUSION SCI TECHNOL	Fusion Sci. Technol.	OCT	2011	60	3					873	876				4	Nuclear Science & Technology	Nuclear Science & Technology	843LU	WOS:000296674100007					
J	Brereton, SJ; Kohut, T; Reitz, T; Beale, R; Cox, J; Epperson, P; Fair, J; Finucane, R; Mapoles, E; Parham, T; Thacker, R				Brereton, Sandra J.; Kohut, Tom; Reitz, Tom; Beale, Richard; Cox, Jim; Epperson, Pat; Fair, Jim; Finucane, Ray; Mapoles, Evan; Parham, Tom; Thacker, Rick			FIRST USE OF TRITIUM AT THE NATIONAL IGNITION FACILITY	FUSION SCIENCE AND TECHNOLOGY			English	Article								The National Ignition Facility (NIF) at Lawrence Livermore National Laboratory is the world's largest and most powerful laser system for inertial confinement fusion (ICF) and experiments studying high energy density (HED) science. NIF is a 192- beam, Nd-glass laser facility that is capable of producing 1.8 MI, 500 TW of ultraviolet light, making it over fifty times more energetic than other existing ICF facilities. The NIF Project began in 1995 and completed in 2009. Ignition experiments using tritium on NIF have just commenced. Tritium arrives at the facility in individual fuel reservoirs that are mounted and connected to a target on the Cryogenic TARget POSitioner (TARPOS). CryoTARPOS provides the cryogenic cooling systems necessary to complete the formation of the ignition target's fuel ice layer, as well as the positioning system that transports and holds the target at the center of the NIF chamber during a shot. After a shot, unburned tritium is captured by the target chamber cryopumps. Upon regeneration, the cryopump effluent is directed to the Tritium Processing System, where elemental tritium is oxidized and captured on molecular sieve. Additional systems supporting tritium operations include area and stack tritium monitoring systems, local ventilation for contamination control, and a decontamination area that includes fume hoods and walk-in enclosures for working on contaminated components. This equipment has been used along with standard contamination control practices to manage the tritium hazard to workers and to limit releases to the environment to negligibly small amounts.	[Brereton, Sandra J.; Kohut, Tom; Reitz, Tom; Beale, Richard; Cox, Jim; Epperson, Pat; Fair, Jim; Finucane, Ray; Mapoles, Evan; Parham, Tom; Thacker, Rick] Lawrence Livermore Natl Lab, Livermore, CA 94551 USA	Brereton, SJ (reprint author), Lawrence Livermore Natl Lab, POB 808, Livermore, CA 94551 USA.				U. S. Department of Energy by the University of California Lawrence Livermore National Laboratory [DE-AC52-07NA27344]	This work was performed under the auspices of the U. S. Department of Energy by the University of California Lawrence Livermore National Laboratory under contract DE-AC52-07NA27344.	Cook RC, 2008, LASER PART BEAMS, V26, P479, DOI 10.1017/S0263034608000499; Dunne M, 2010, PHYS WORLD, V23, P28; Haan SW, 2005, PHYS PLASMAS, V12, DOI 10.1063/1.1885003; HOFFER JK, 1988, PHYS REV LETT, V60, P1310, DOI 10.1103/PhysRevLett.60.1310; Lindl JD, 2004, PHYS PLASMAS, V11, P339, DOI 10.1063/1.1578638; Meezan NB, 2010, PHYS PLASMAS, V17, DOI 10.1063/1.3354110; Moody JD, 2008, J PHYS CONF SER, V112, DOI 10.1088/1742-6596/112/3/032064; Moses EI, 2010, IEEE T PLASMA SCI, V38, P684, DOI 10.1109/TPS.2010.2042466	8	0	0	1	6	AMER NUCLEAR SOC	LA GRANGE PK	555 N KENSINGTON AVE, LA GRANGE PK, IL 60526 USA	1536-1055			FUSION SCI TECHNOL	Fusion Sci. Technol.	OCT	2011	60	3					879	884				6	Nuclear Science & Technology	Nuclear Science & Technology	843LU	WOS:000296674100008					
J	Vincent-Viry, O; Bachelet, F; Collier, R; Fleury, E; Legaie, O; Jeannot, L; Perin, JP; Viargues, F				Vincent-Viry, O.; Bachelet, F.; Collier, R.; Fleury, E.; Legaie, O.; Jeannot, L.; Perin, J. P.; Viargues, F.			TRITIUM FACILITIES FOR THE LMJ CRYOGENIC TARGETS	FUSION SCIENCE AND TECHNOLOGY			English	Article							SYSTEM; LASER	Two major Inertial Confinement Fusion (ICF) projects are currently in progress. The US program at the National Ignition Facility (NIF), which has taken its first firing of a cryogenic target with DT fuel this year, mainly relies on cryogenic targets with capillary filled capsule [1]. For the French ICF experiments carried out on the Laser MegaJoule (LMJ), the nominal filling path of cryogenic target assemblies (CTAs) is permeation of DT fuel through the microshell 121 The CEA Valduc tritium facilities, where targets are filled, are thus original installations with specific designs and technologies. This paper deals with the description of the tritium facilities for the LMJ cryogenic targets (twelve gloveboxes are needed to deliver 6 CTAs at the same time). After a short presentation of the whole gloveboxes chain, the paper will focus on the heart of the plant: the filling and cooling station (IRCC: 4 gloveboxes). 3 out of 4 of these gloveboxes (LCCR, LCTC and LCPC) are at the moment under commissioning at the manufacturer's site. The last one (LCGC) has been delivered to CEA Valduc and is currently under testing with deuterium. A description of the IRCC design and specifications is given as well as the main results of the commissioning process.	[Vincent-Viry, O.; Bachelet, F.; Collier, R.; Fleury, E.; Legaie, O.; Jeannot, L.] VALDUC, CEA, DAM, F-21120 Is Sur Tille, France; [Perin, J. P.; Viargues, F.] SBT, CENG, INAC, F-38054 Grenoble, France	Vincent-Viry, O (reprint author), VALDUC, CEA, DAM, F-21120 Is Sur Tille, France.						Bachelet F, 2009, FUSION SCI TECHNOL, V55, P237; Collier R, 2007, FUSION SCI TECHNOL, V51, P758; FAGALY RL, 1995, FUSION TECHNOL, V28, P597; Fleury E, 2008, FUSION SCI TECHNOL, V54, P367; Gibson CR, 2009, FUSION SCI TECHNOL, V55, P233; VIARGUES F, 2000, 14 TARG FABR M W POI	6	0	0	1	3	AMER NUCLEAR SOC	LA GRANGE PK	555 N KENSINGTON AVE, LA GRANGE PK, IL 60526 USA	1536-1055			FUSION SCI TECHNOL	Fusion Sci. Technol.	OCT	2011	60	3					885	888				4	Nuclear Science & Technology	Nuclear Science & Technology	843LU	WOS:000296674100009					
J	Bachelet, F; Bourgeois, E; Collier, R; Fleury, E; Legaie, O; Reneaume, B; Theobald, M				Bachelet, F.; Bourgeois, E.; Collier, R.; Fleury, E.; Legaie, O.; Reneaume, B.; Theobald, M.			TRITIUM AGEING STUDIES FOR "LMJ TARGET" APPLICATIONS: POLYIMIDE AND CHx MEMBRANES PERMEATION RESULTS	FUSION SCIENCE AND TECHNOLOGY			English	Article							FACILITIES	As part of the French Inertial Confinement Fusion (ICF) program, CEA has developped Cryogenic Target Assemblies (CTAs) for the Laser MegaJoule (LMJ). These targets are filled by permeation with high pressure deuterium-tritium gas mixture. The evolution of the materials physical properties, particularly organic ones (PI and CHx), which compose the target is unknown in these hard conditions. The polyimide and CHx membranes permeation was studied in this context. The hydrogen and helium permeation parameters are unaltered for polyimide membrane after tritium ageing in the 20 K - 300 K temperature range: K(He) = 3.10(-14) exp(-16040/RT) mol.m(-1).s(-1).Pa(-1) K(H2) = 2.10(-14) exp(-16050/RT) mol.m(-1).s(-1).Pa(-1) First results for the CHx hydrogen permeation parameters without ageing tritium have been obtained: K(H2) = 7.10(-13) exp(-10550/RT) mol.m(-1).s(-1).Pa(-1) New CHx permeation results after tritium ageing are shortly waited.	[Bachelet, F.; Bourgeois, E.; Collier, R.; Fleury, E.; Legaie, O.; Reneaume, B.; Theobald, M.] CEA, VALDUC, F-21120 Is Sur Tille, France	Bachelet, F (reprint author), CEA, VALDUC, F-21120 Is Sur Tille, France.	franck.bachelet@cea.fr					Bachelet F, 2009, FUSION SCI TECHNOL, V55, P237; Baclet P, 2006, FUSION SCI TECHNOL, V49, P565; DELAFOSSE J, 1961, CALCULS TECHNIQUE VI; Fleury E, 2008, FUSION SCI TECHNOL, V54, P367; *GOODF, 2010, TECHN INF POL FILM K; LECOMTE C, 1989, ANN CHIM FR, P301; SOUERS PC, 1986, HYDROGEN PROPERTIES, P370; Theobald M, 2001, J VAC SCI TECHNOL A, V19, P118, DOI 10.1116/1.1322644; VANKREVELEN DW, 1990, PROPERTIES POLYM, P535	9	0	1	0	2	AMER NUCLEAR SOC	LA GRANGE PK	555 N KENSINGTON AVE, LA GRANGE PK, IL 60526 USA	1536-1055			FUSION SCI TECHNOL	Fusion Sci. Technol.	OCT	2011	60	3					889	892				4	Nuclear Science & Technology	Nuclear Science & Technology	843LU	WOS:000296674100010					
J	Norimatsu, T; Saika, H; Homma, H; Nakai, M; Fukada, S; Sagara, A; Azechi, H				Norimatsu, T.; Saika, H.; Homma, H.; Nakai, M.; Fukada, S.; Sagara, A.; Azechi, H.			LEAKAGE CONTROL OF TRITIUM THROUGH HEAT CYCLES OF CONCEPTUAL-DESIGN, LASER-FUSION REACTOR KOYO-F	FUSION SCIENCE AND TECHNOLOGY			English	Article								To reduce the tritium permeation from the primary liquid metal loop to the secondary water loop, a heat exchanger concept that incorporates small diameter tubes containing an oxidizer was proposed. An inert gas containing a small amount of oxidizer flows in the small tubes oxiding tritium that comes from the primary liquid metal coolant. The tritiated water is sent to a tritium recovery system minimizing leakage to the secondary water loop. Our evaluation results indicated that the tritium leakage through the heat exchanger was reduced to 1/10(5) with an acceptable increase in the size of the heat exchanger.	[Norimatsu, T.; Saika, H.; Homma, H.; Nakai, M.; Azechi, H.] Osaka Univ, Inst Laser Engn, Suita, Osaka 5650871, Japan; [Fukada, S.] Kyushu Univ, Dept Adv Energy Engn Sci, Kasuga, Fukuoka 8168580, Japan; [Sagara, A.] Natl Inst Nat Sci, Natl Inst Fus Sci, Toki, Gifu 5095292, Japan	Norimatsu, T (reprint author), Osaka Univ, Inst Laser Engn, 2-6 Yamada Oka, Suita, Osaka 5650871, Japan.		Azechi, Hiroshi/H-5876-2015; Nakai, Mitsuo/I-6758-2015; Norimatsu, Takayoshi/I-5710-2015; U-ID, Kyushu/C-5291-2016	Nakai, Mitsuo/0000-0001-6076-756X; 			Chikada T, 2009, FUSION ENG DES, V84, P590, DOI 10.1016/j.fusengdes.2008.12.030; Hayashi T, 2007, FUSION SCI TECHNOL, V52, P687; HAYASHI T, 2009, FUSION SCI TECHNOL, V56, P830; Norimatsu T, 2007, FUSION SCI TECHNOL, V52, P893; 6201866	5	4	4	0	3	AMER NUCLEAR SOC	LA GRANGE PK	555 N KENSINGTON AVE, LA GRANGE PK, IL 60526 USA	1536-1055			FUSION SCI TECHNOL	Fusion Sci. Technol.	OCT	2011	60	3					893	896				4	Nuclear Science & Technology	Nuclear Science & Technology	843LU	WOS:000296674100011					
