PT	AU	BA	BE	GP	AF	BF	CA	TI	SO	SE	BS	LA	DT	CT	CY	CL	SP	HO	DE	ID	AB	C1	RP	EM	RI	OI	FU	FX	CR	NR	TC	Z9	U1	U2	PU	PI	PA	SN	EI	BN	J9	JI	PD	PY	VL	IS	PN	SU	SI	MA	BP	EP	AR	DI	D2	PG	WC	SC	GA	UT	PM
J	Sherwood, DJ; Crawford, CL; White, TL; Duffey, CE; Calloway, TB				Sherwood, D. J.; Crawford, C. L.; White, T. L.; Duffey, C. E.; Calloway, T. B.			Impact of antifoam agent addition on hydrogen formation in the Hanford Waste Treatment and Immobilization Plant	NUCLEAR SCIENCE AND ENGINEERING			English	Article								Ventilation and mixing systems in the Hanford Waste Treatment and Immobilization Plant (WTP) are being designed to account for the flammable gas hydrogen that will form in process streams, just as it also does in the radioactive liquid wastes awaiting immobilization at the Hanford Tank Farms. Tank wastes forming hydrogen at the highest rates do so by reactions involving dissolved organic complexant compounds, even though hydrogen is also formed by the better known radiolysis pathway. Hydrogen generation rates (HGRs) are predicted with a correlation relating waste properties to reaction pathways involving radiolysis of water and the degradation of organic compounds. This correlation accounts only for aqueous phase reactions. An antifoam agent (AFA) will be added to waste processed in the WTP, This organic liquid mixture is immiscible in aqueous systems and will therefore form a nonaqueous phase liquid layer on the processed waste, unless some of its compounds are unstable in the hostile physical/chemical environment and break down into soluble degradation products. Dissolved organic species increase the organic source term in the WTP HGR correlation, but the correlation requires adaptation to address hydrogen formed from immiscible organic liquids. Here, we report our initial evaluation of the hydrogen formed by Co-60 gamma irradiation of a waste simulant containing Dow Corning Q2-3183A AFA with an adapted WTP HGR correlation.	[Sherwood, D. J.] Hanford Waste Treatment & Immobilizat Plant, Washington Grp Int, Richland, WA 99354 USA; [Crawford, C. L.; White, T. L.; Duffey, C. E.; Calloway, T. B.] Westinghouse Savannah River Co, Savannah River Lab, Aiken, SC 29808 USA	Sherwood, DJ (reprint author), Hanford Waste Treatment & Immobilizat Plant, Washington Grp Int, Richland, WA 99354 USA.	djsherwo@bechtel.com					BAICH MA, 2003, WSRCTR200300216; CAMAIONI DM, 1998, PNNL11909; CHALK SE, 1997, HNFSDOPSSAD001; CHARLESBY A, 1960, ATOMIC RADIAT POLYM; CRAWFORD CL, 2005, WSRCTR200500281; Delegard C.H., 1980, RHOLD124; Gephart Roy, 2003, HANFORD CONVERSATION; HU T. A., 2004, HNF3851 CH2M HILL HA; KRALCHEVSKY PA, 2003, HDB SURFACE COLLOID; Laughlin R. G., 1994, AQUEOUS PHASE BEHAV; MILLER AA, 1973, RADIAT CHEM MACROMOL, V2; PRINGSHEIM H, 1932, CHEM MONOSACCHARIDES; SPINKS JWT, 1976, INTRO RADIAT CHEM; STOCK LM, 2004, RPP21854 CH2M HILL H; STOCK L. M., 2001, RPP6664 CH2M HILL HA; *US DOE, 1994, DOEWIPP97003693 US D, V2; VERESHCHINSKII IV, 1964, INTRO RADIAT CHEM	17	0	0	1	1	AMER NUCLEAR SOC	LA GRANGE PK	555 N KENSINGTON AVE, LA GRANGE PK, IL 60526 USA	0029-5639			NUCL SCI ENG	Nucl. Sci. Eng.	JAN	2008	158	1					88	96				9	Nuclear Science & Technology	Nuclear Science & Technology	250EO	WOS:000252283000008					
J	Kapyshev, V; Kovalenko, V; Poliksha, V; Sidorov, A; Strebkov, Y; Yukhnov, N				Kapyshev, V.; Kovalenko, V.; Poliksha, V.; Sidorov, A.; Strebkov, Yu.; Yukhnov, N.			On monitoring the tritium-breeding ratio in a fusion reactor	PLASMA DEVICES AND OPERATIONS			English	Article						tritium; fusion reactor; blanket; lithium		A concept of tritium-breeding monitoring in the DEMO reactor is discussed. A system for experimental estimation of the tritium-breeding ratio and the tritium-breeding dynamics in a helium-cooled experimental breeding submodule (EBSM) of the International Thermonuclear Expeimental Reactor is proposed. A schematic diagram of the EBSM system and the design of its units are considered. Operation of the system in different modes is discussed. A pneumatic method is proposed to deliver the detectors to the tritium-breeding zone of the EBSM and to extract the detectors by using tritium-breeding channels. The channels are connected to the EBSM and to an operating zone. The results of the channel-cooling calculation carried out under nominal operating conditions of the EBSM (a plasma pulse) and the calculation of parameters of tritium detector transportation are presented in the paper.	[Kapyshev, V.; Kovalenko, V.; Poliksha, V.; Sidorov, A.; Strebkov, Yu.; Yukhnov, N.] Fed State Unitary Enterprise Dollezhal Res & Dev, Moscow 101000, Russia	Kapyshev, V (reprint author), Fed State Unitary Enterprise Dollezhal Res & Dev, POB 788, Moscow 101000, Russia.	kapyshev@nikiet.ru					Evgrafova D.I., 1977, P ALL UN C ENG PROBL, V2, P309; Kapychev V, 2001, FUSION TECHNOL, V39, P45; Kapychev V., 2005, VANT, V4, P19; KAPYSHEV VK, 1989, P COURS WORKSH TRIT, P535; KAPYSHEV VK, 1990, PLASMA DEVICES OPER, V1, P67, DOI 10.1080/10519999008225529; KAPYSHEV VK, 1994, PLASMA DEVICES OPER, V3, P287, DOI 10.1080/10519999408225559; SMOLDEREV AE, 1979, PNEUMATIC TRANSPORT, P158; SOKOLOV YA, 1995, FUSION ENG DES, V29, P18, DOI 10.1016/0920-3796(95)80001-E	8	2	2	0	0	TAYLOR & FRANCIS LTD	ABINGDON	4 PARK SQUARE, MILTON PARK, ABINGDON OX14 4RN, OXON, ENGLAND	1051-9998			PLASMA DEVICES OPER	Plasma Devices Oper.		2008	16	2					135	145		10.1080/10519990802088067		11	Nuclear Science & Technology; Physics, Fluids & Plasmas	Nuclear Science & Technology; Physics	316ID	WOS:000256941900008					
J	Slezov, VV; Osmayev, OA; Shapovalov, RV				Slezov, V. V.; Osmayev, O. A.; Shapovalov, R. V.			An evolution of voids ensamble in an irradiated material	PROBLEMS OF ATOMIC SCIENCE AND TECHNOLOGY			Russian	Article								A theoretical investigation of uranium dioxide gas swelling was carried out. As a model material was used an isotropic one where Frenkers pair and gas atoms, gas voids and dislocation loops arise under irradiation. It is clarified that the presence of mechanical loading leads to anisotropic distribution of dislocation loops. An analytical expression for a relative swilling velocity was found in the limit case of small voids. It was considered cases of immobile voids and mobile those.	[Slezov, V. V.; Osmayev, O. A.; Shapovalov, R. V.] Kharkov Physicotech Inst, Natl Res Ctr, Kharkov, Ukraine	Slezov, VV (reprint author), Kharkov Physicotech Inst, Natl Res Ctr, Kharkov, Ukraine.	osmayev@kart.edu.ua; r_v_shapo@kipt.kharkov.ua					GEGUZIN YY, 1971, DVIZHENIYE MAKROSKOP; MAIYA PS, 1971, J NUCL MATER, V40, P57, DOI 10.1016/0022-3115(71)90116-4; Olander D. R., 1976, FUNDAMENTAL ASPECTS; Slyozov VV, 2005, METALLOFIZ NOV TEKH+, V27, P45; SLYOZOV VV, 1968, UKR FIZ ZH, V13, P1507	5	0	1	0	1	KHARKOV INST PHYSICS & TECHNOLOGY	KHARKOV	NATL SCIENCE CTR, 1 AKADEMICHESKAYA ST, KHARKOV, 61108, UKRAINE	1562-6016			PROBL AT SCI TECH	Probl. At. Sci. Tech.		2008		2					3	9				7	Nuclear Science & Technology; Physics, Fluids & Plasmas; Physics, Nuclear; Physics, Particles & Fields	Nuclear Science & Technology; Physics	320NM	WOS:000257241800001					
J	Agren, O; Moiseenko, VE; Hagnestal, A				Agren, O.; Moiseenko, V. E.; Hagnestal, A.			THE STRAIGHT FIELD LINE CONCEPT AND APPLICATIONS	PROBLEMS OF ATOMIC SCIENCE AND TECHNOLOGY			English	Article							TRANSMUTATION; FUSION	The straight field line mirror field is a marginal minimum B field with straight nonparallel field lines. This field gives optimal ellipticity, the drift surfaces lie on a magnetic surface, radiofrequency heating of the plasma is predicted to be efficient and MHD stability is provided by the minimum B property. One intended application of the magnetic field configuration is energy production and transmutation of spent nuclear fuel in a fusion-fission machine, where the mirror confined plasma is surrounded by a fission mantle. Reactor safety can be increased with a subcritical fission mantle, and the fission power can exceed the fusion power by as much as a factor of 150 with a reasonable condition for reactor safety margins, and this provides a basis for a compact reactor design. The straight field line mirror concept can also be of interest as a plasma source for synthesis of sophisticated materials.	[Agren, O.; Moiseenko, V. E.; Hagnestal, A.] Uppsala Univ, Angstrom Lab, SE-75121 Uppsala, Sweden; [Moiseenko, V. E.] Kharkov Phys & Technol Inst, Ctr Nat Sci, UA-310108 Kharkov, Ukraine	Agren, O (reprint author), Uppsala Univ, Angstrom Lab, SE-75121 Uppsala, Sweden.				Swedish Institute	This work is supported in part by a grant from Swedish Institute. Prof. Mats Leijon is acknowledged for support.	Agren O, 2005, PHYS REV E, V72, DOI 10.1103/PhysRevE.72.026408; Agren O, 2005, PHYS PLASMAS, V12, DOI 10.1063/1.1848110; Agren O, 2004, PHYS PLASMAS, V11, P5041, DOI 10.1063/1.1799351; AGREN O, 2008, FUSION DRIVEN SYSTEM; Bethe H.A., 1979, PHYS TODAY, V44; Cho T, 2006, PHYS REV LETT, V97, DOI 10.1103/PhysRevLett.97.055001; Greenspan E., 1984, ADV NUCLEAR SCI TECH, V16, P289; HAGNESTAL O, 2008, OS 2008 C DAEJ S KOR; Manheimer W, 2001, J FUSION ENERG, V20, P131, DOI 10.1023/A:1023480817784; Moiseenko VE, 2007, PHYS PLASMAS, V14, DOI 10.1063/1.2435308; Moiseenko VE, 2005, PHYS PLASMAS, V12, DOI 10.1063/1.2069415; MOISEENKO VE, 2008, 35 EPS C PLASM PHYS, V32; MOISEENKO VE, 2008, SERIES PLASMA PHYS N, V6, P55; Noack K, 2007, FUSION SCI TECHNOL, V51, P65; Stacey WM, 2002, FUSION SCI TECHNOL, V41, P116	15	2	2	0	0	KHARKOV INST PHYSICS & TECHNOLOGY	KHARKOV	NATL SCIENCE CTR, 1 AKADEMICHESKAYA ST, KHARKOV, 61108, UKRAINE	1562-6016			PROBL ATOM SCI TECH	Probl. At. Sci. Tech.		2008		6					8	12				5	Nuclear Science & Technology; Physics, Fluids & Plasmas; Physics, Nuclear; Physics, Particles & Fields	Nuclear Science & Technology; Physics	402RP	WOS:000263031100002					
J	Kopanetz, IE; Tolstolytskaya, GD; Ruzhitskiy, VV; Karpov, CA				Kopanetz, I. E.; Tolstolytskaya, G. D.; Ruzhitskiy, V. V.; Karpov, C. A.			Capture of deuterium on traps produced in steel 18Cr10NiTi under irradiation by high energy	PROBLEMS OF ATOMIC SCIENCE AND TECHNOLOGY			Russian	Article							HYDROGEN; HELIUM	Influenc of damages induced at implantation of argon on capture of hydrogen-deuterium isotope is investigated by methods of nuclear reaction, channeling, thermaldesorption mass-spectrometry and electron microscopy. Trapping and contacnment of deuterium is steel 18Cr10NiTi are investigated. Evolution of distribution profiles is studied during joint and successive implantation of deuterium and argon.	[Kopanetz, I. E.; Tolstolytskaya, G. D.; Ruzhitskiy, V. V.; Karpov, C. A.] Kharkov Physicotech Inst, Natl Res Ctr, Kharkov, Ukraine	Kopanetz, IE (reprint author), Kharkov Physicotech Inst, Natl Res Ctr, Kharkov, Ukraine.						BOGH E, 1968, CAN J PHYS, V46, P653; Garner F A, 2001, 9 M ENV DEGR MAT TAH, P54; HARRIES DR, 1963, J NUCL MATER, V9, P327, DOI 10.1016/0022-3115(63)90149-1; MAROCHOV N, 1988, J NUCL MATER, V158, P81, DOI 10.1016/0022-3115(88)90157-2; MYERS SM, 1989, J NUCL MATER, V165, P9, DOI 10.1016/0022-3115(89)90502-3; Nagata S, 2001, J NUCL MATER, V290, P135, DOI 10.1016/S0022-3115(00)00430-X; NEKLYUDOV IM, 2003, PROGRESSIVNYE MATERI, V1; POLOSUKHIN BG, 1992, VOPR ATOMNOY NAUKI I, V2, P10; REST J, 1989, J NUCL MATER, V168, P312, DOI 10.1016/0022-3115(89)90597-7; Symons DM, 1999, J NUCL MATER, V265, P225, DOI 10.1016/S0022-3115(98)00888-5; TAKAKU H, 1982, J NUCL MATER, V110, P286, DOI 10.1016/0022-3115(82)90157-X; TOLSTOLUTSKAYA GD, 2004, VOPR AT NAUK TEKHN S, P3; Ziegler F., 1985, STOPPING RANGES IONS	13	0	0	0	0	KHARKOV INST PHYSICS & TECHNOLOGY	KHARKOV	NATL SCIENCE CTR, 1 AKADEMICHESKAYA ST, KHARKOV, 61108, UKRAINE	1562-6016			PROBL AT SCI TECH	Probl. At. Sci. Tech.		2008		2					37	42				6	Nuclear Science & Technology; Physics, Fluids & Plasmas; Physics, Nuclear; Physics, Particles & Fields	Nuclear Science & Technology; Physics	320NM	WOS:000257241800005					
J	Busko, TO; Dmytrenko, OP; Kulish, NP; Belyi, NM; Vityuk, NV; Eremenko, AM; Smirnova, NP; Shlapatskaya, VV				Busko, T. O.; Dmytrenko, O. P.; Kulish, N. P.; Belyi, N. M.; Vityuk, N. V.; Eremenko, A. M.; Smirnova, N. P.; Shlapatskaya, V. V.			Optical properties of radiative sensibilized TiO2 films with anatase structure	PROBLEMS OF ATOMIC SCIENCE AND TECHNOLOGY			Russian	Article							RAMAN-SCATTERING; SPECTROSCOPY; SPECTRA	The nanocrystalline films of TiO2 were prepared by sol-gel method. The films capable to the redox process of photocatalysis destruction of toxic substances, including radioactive ions. The crystal structure, vibration spectrum and photoluminescence of nanocrystalline films at electron irradiation (E-e=1,8 MeV) and different absorption doses (3,0 MGy and 4,0 MGy) were investigated. It was shown, that radiation damages, that lead to increase of the oxygen vacancies, stimulate the growth of photocatalytic properties at the cost of generation of the absorption center of electron and degrease of recombination of the carrier photogeneration.	[Busko, T. O.; Dmytrenko, O. P.; Kulish, N. P.; Belyi, N. M.; Vityuk, N. V.; Eremenko, A. M.; Smirnova, N. P.; Shlapatskaya, V. V.] T Shevchenko Kiev Natil Univ, Kiev, Ukraine	Busko, TO (reprint author), T Shevchenko Kiev Natil Univ, Kiev, Ukraine.	busko@univ.kiev.ua		Kulish, Mykola/0000-0002-7409-8560			BALACHANDRAN U, 1982, J SOLID STATE CHEM, V42, P276, DOI 10.1016/0022-4596(82)90006-8; Bersani D, 1998, J SOL-GEL SCI TECHN, V13, P849, DOI 10.1023/A:1008602718987; BERSANI D, 1998, APPL PHYS LETT, V72, P912; DMITRENKO OP, 2004, METALLOFIZICHESKIYE, V26, P1051; Dmytrenko OP, 2004, THIN SOLID FILMS, V459, P254, DOI 10.1016/j.tsf.2003.12.144; DMYTRENKO OP, 2004, FULLERENS NANOTUBES, V12, P317; DMYTRENKO OP, 2002, MOL CRYST LIQ CRYST, V385, DOI UNSP [163]/43-[169]/49; GAYVORONSKY VY, 2004, NANOSISTEMY NANOMATE, V3, P489; Kelly S, 1997, J PHYS CHEM B, V101, P2730, DOI 10.1021/jp962747a; KNIGHT DS, 1990, APPL PHYS LETT, V56, P1320, DOI 10.1063/1.102505; LISACHENKO AA, 2005, PISMA ZH TEKH FIZ, V31, P42; Liu FM, 2003, CHEM PHYS LETT, V382, P502, DOI 10.1016/j.cplett.2003.10.102; PARKER JC, 1990, APPL PHYS LETT, V57, P943, DOI 10.1063/1.104274; VITYUK N, 2001, KHIMIYA FIZIKA TA TE, P76; YERYOMENKO AM, 2004, NANOSISTEMY NANOMATE, V3, P477; Zhang WF, 2000, J PHYS D APPL PHYS, V33, P912, DOI 10.1088/0022-3727/33/8/305	16	0	0	0	0	KHARKOV INST PHYSICS & TECHNOLOGY	KHARKOV	NATL SCIENCE CTR, 1 AKADEMICHESKAYA ST, KHARKOV, 61108, UKRAINE	1562-6016			PROBL AT SCI TECH	Probl. At. Sci. Tech.		2008		2					43	47				5	Nuclear Science & Technology; Physics, Fluids & Plasmas; Physics, Nuclear; Physics, Particles & Fields	Nuclear Science & Technology; Physics	320NM	WOS:000257241800006					
J	Moiseenko, VE; Agren, O; Noack, K; Fomin, SP				Moiseenko, V. E.; Agren, O.; Noack, K.; Fomin, S. P.			FUSION WITH FISSION POWER AMPLIFICATION	PROBLEMS OF ATOMIC SCIENCE AND TECHNOLOGY			English	Article							SUBCRITICAL SYSTEM; STELLARATOR	A scheme of a sub-critical system driven by fusion neutrons from a stellarator-mirror device is considered. In addition, a power production scheme which uses fusion power amplification by depleted uranium mantle is discussed.	[Moiseenko, V. E.; Fomin, S. P.] Kharkov Phys & Technol Inst, Ctr Nat Sci, UA-61108 Kharkov, Ukraine; [Moiseenko, V. E.; Agren, O.] Uppsala Univ, SE-75121 Uppsala, Sweden; [Noack, K.] Forschungszenrum Dresden Rossendorf, Dresden, Germany	Moiseenko, VE (reprint author), Kharkov Phys & Technol Inst, Ctr Nat Sci, UA-61108 Kharkov, Ukraine.				Swedish Institute	This work is supported in part by a grant from Swedish Institute.	ALEKSIN VF, 1970, ATOM ENERGY, V28, P25; Bin W, 2003, FUSION ENG DES, V66-68, P181, DOI 10.1016/S0920-3796(03)00212-6; MOISEENKO VE, 2008, 35 EPS C PLASM PHYS, V32, P1; MOISEENKO VE, 1995, T FUSION TECHNOLOGY, V27, P547; Noack K, 2007, FUSION SCI TECHNOL, V51, P65; Rebut PH, 2006, PLASMA PHYS CONTR F, V48, pB1, DOI 10.1088/0741-3335/48/12B/S01; ROTHMAN MA, 1969, PHYS FLUIDS, V12, P2211, DOI 10.1063/1.1692332; WAGNER F, 2005, PHYS PLASMAS, V22, P1; Yamada H, 2005, NUCL FUSION, V45, P1684, DOI 10.1088/0029-5515/45/12/024	9	0	0	1	1	KHARKOV INST PHYSICS & TECHNOLOGY	KHARKOV	NATL SCIENCE CTR, 1 AKADEMICHESKAYA ST, KHARKOV, 61108, UKRAINE	1562-6016			PROBL AT SCI TECH	Probl. At. Sci. Tech.		2008		6					55	57				3	Nuclear Science & Technology; Physics, Fluids & Plasmas; Physics, Nuclear; Physics, Particles & Fields	Nuclear Science & Technology; Physics	402RP	WOS:000263031100017					
J	Ryzhkov, SV				Ryzhkov, S. V.			HELIUM-3-BASED FUSION PLASMA	PROBLEMS OF ATOMIC SCIENCE AND TECHNOLOGY			English	Article							COMPACT TORI; FUEL; HE-3	The experimental devices and conceptual designs of the field-reversed configuration (FRC), tandem mirror and spheromak as best solution for the low radioactive plasma, namely helium-3 based fusion plasma, are reviewed. Reactor schemes based on D-(3)He-(6)Li fuel with the possibility of (3)He mining on the Earth and Moon, including breeding and support reactors are proposed. (3)He acquisition, some estimation and resources are presented. Applications of D-(3)He reactions and advanced-fueled alternative systems are discussed.	Bauman Moscow State Tech Univ, Moscow 105005, Russia	Ryzhkov, SV (reprint author), Bauman Moscow State Tech Univ, Moscow 105005, Russia.	ryzhkov@power.bmstu.ru	Рыжков, Сергей/E-6619-2017	Рыжков, Сергей/0000-0003-0351-718X	President of the Russian Federation [MK-676.2008.8]; Russian Foundation for Basic Research (RFBR or RFFI) [08-08-00459]	The research was supported in part by the Grant of the President of the Russian Federation (No. MK-676.2008.8) and Russian Foundation for Basic Research (RFBR or RFFI) Grant. No. 08-08-00459.	GOLOVIN IN, 1988, PISMA ZH TEKH FIZ+, V14, P1860; HOFFMAN AL, 2007, COURS AA559; Khvesyuk V. I., 2001, Fusion Technology, V39, P410; Khvesyuk VI, 2002, PLASMA PHYS CONTR F, V44, P253, DOI 10.1088/0741-3335/44/2/308; KHVESYUK VI, 1997, SUMMARY IAEA TCM; MILEY GH, 1983, NUCL INSTRUM METHODS, V207, P111, DOI 10.1016/0167-5087(83)90227-2; MOMOTA H, 1992, FUSION TECHNOL, V21, P2307; RYZHKOV SV, 2008, P 35 C PLASM PHYS HE; RYZHKOV SV, 2002, SERIES PLASMA PHYS, P73; RYZHKOV SV, 2007, SERIES PLASMA PHYS, P9; SANTARIUS JF, 2000, UWFDM1129 FUS TECHN; TIMOSHILOV VP, 2006, OIL GAS VERTICAL, V7, P24; WITTENBERG LJ, 1986, FUSION TECHNOL, V10, P167; Woodruff S, 2008, J FUSION ENERG, V27, P134, DOI 10.1007/s10894-007-9099-9	14	2	2	0	7	KHARKOV INST PHYSICS & TECHNOLOGY	KHARKOV	NATL SCIENCE CTR, 1 AKADEMICHESKAYA ST, KHARKOV, 61108, UKRAINE	1562-6016			PROBL AT SCI TECH	Probl. At. Sci. Tech.		2008		6					61	63				3	Nuclear Science & Technology; Physics, Fluids & Plasmas; Physics, Nuclear; Physics, Particles & Fields	Nuclear Science & Technology; Physics	402RP	WOS:000263031100019					
J	Rudychev, YV; Slabospitskiy, RP; Khazhmuradov, MA				Rudychev, Y. V.; Slabospitskiy, R. P.; Khazhmuradov, M. A.			STUDIES OF THERMONUCLEAR NEUTRON USAGE MEANS FOR RADIOACTIVE WASTE TRANSMUTATION	PROBLEMS OF ATOMIC SCIENCE AND TECHNOLOGY			English	Article								Two variants of radwastes transmutation schemes using thermonuclear neutrons are considered. In the first case transuranium elements and fission products are not separated while in the second case these are irradiated separately. Advantages and drawbacks of both cases were analyzed. Simulation of radwastes transmutation systems was performed. Analysis of radwastes transmutation efficiency for all cases was carried out. Physical backgrounds for radwaste transmutation by thermonuclear neutrons were prepared.	[Rudychev, Y. V.; Slabospitskiy, R. P.; Khazhmuradov, M. A.] Kharkov Phys & Technol Inst, Ctr Nat Sci, UA-310108 Kharkov, Ukraine	Rudychev, YV (reprint author), Kharkov Phys & Technol Inst, Ctr Nat Sci, UA-310108 Kharkov, Ukraine.	khazhm@kipt.kharkov.ua					FORREST RA, 2002, 485 UKAEA FUS; MAHOVA VA, 2003, ATOMNAYA TEHNIKA RUB, P3; RUDYCHEV YV, 2008, J KHARKIV NATL U PHY; SLABOSPITSKIY RB, 2007, SBORNIK NAUCHNYH TRU, V4, P207	4	0	0	0	0	KHARKOV INST PHYSICS & TECHNOLOGY	KHARKOV	NATL SCIENCE CTR, 1 AKADEMICHESKAYA ST, KHARKOV, 61108, UKRAINE	1562-6016			PROBL AT SCI TECH	Probl. At. Sci. Tech.		2008		6					67	69				3	Nuclear Science & Technology; Physics, Fluids & Plasmas; Physics, Nuclear; Physics, Particles & Fields	Nuclear Science & Technology; Physics	402RP	WOS:000263031100021					
J	Nagaichenko, VI; Voronko, VA; Sotnikov, VV; Sidorenko, VV; Kizim, PS; Yegorov, AM; Shchagin, AV				Nagaichenko, V. I.; Voronko, V. A.; Sotnikov, V. V.; Sidorenko, V. V.; Kizim, P. S.; Yegorov, A. M.; Shchagin, A. V.			ELECTRON ENERGY INCREASE IN THE PYROELECTRIC ACCELERATOR	PROBLEMS OF ATOMIC SCIENCE AND TECHNOLOGY			Russian	Article								The paper deals with the experimental possibilities of increasing the potential on the pyroelectric crystal LiNbO(3) surface in the pyroelectric generator. The increase in the potential up to the value significantly greater than 100 kV makes it possible to increase the accelerated electron energy, the maximum energy and yield of X-ray radiation, and, in prospect, the neutron yield. The experimentally observed influence of pyroelectric crystal height, area and roughness on the potential value is discussed. Experiments on developing a sectionalized column from pyroelectric crystals are described. The account is given of the observed substantial potential increase in a wide pressure range at filling the pyroelectric generator with deuterium gas in comparison with other gases, including hydrogen, air, krypton and xenon.	[Nagaichenko, V. I.; Voronko, V. A.; Sotnikov, V. V.; Sidorenko, V. V.; Kizim, P. S.; Yegorov, A. M.; Shchagin, A. V.] Kharkov Physicotech Inst, Ctr Nat Sci, Kharkov, Ukraine	Nagaichenko, VI (reprint author), Kharkov Physicotech Inst, Ctr Nat Sci, Kharkov, Ukraine.	valnag@kipt.kharkov.ua		Shchagin, Alexander/0000-0002-0659-8619			BROWNRIDGE JD, 2004, TRENDS LASERS ELECTR; Geuther J., 2003, 6 INT M NUCL APPL AC, P124; Geuther JA, 2005, J APPL PHYS, V97, DOI 10.1063/1.1884252; Geuther JA, 2005, J APPL PHYS, V97, DOI 10.1063/1.1915536; NAGAYCHENKO VI, 2006, VANT SER YADERNO FIZ, P254; NAGAYCHENKO VI, 2004, VANT SER YADERNO FIZ, P214; NAGAYCHENKO VI, 2007, SURFACE, V3, P81	7	0	0	0	5	KHARKOV INST PHYSICS & TECHNOLOGY	KHARKOV	NATL SCIENCE CTR, 1 AKADEMICHESKAYA ST, KHARKOV, 61108, UKRAINE	1562-6016			PROBL AT SCI TECH	Probl. At. Sci. Tech.		2008		5					72	76				5	Nuclear Science & Technology; Physics, Fluids & Plasmas; Physics, Nuclear; Physics, Particles & Fields	Nuclear Science & Technology; Physics	402RO	WOS:000263031000019					
J	Balakirev, VA; Onishchenko, IN; Povrozin, AL; Tolstoluzhsky, AP; Yegorov, AM				Balakirev, V. A.; Onishchenko, I. N.; Povrozin, A. L.; Tolstoluzhsky, A. P.; Yegorov, A. M.			Radial acceleration and cumulation of ions by an intense converging ring laser pulse	PROBLEMS OF ATOMIC SCIENCE AND TECHNOLOGY			English	Article								Cumulation dynamics and acceleration of deuterium plasma ions by a focused ring laser pulse of the femtosecond duration are theoretically investigated. Laser pulse is focused by a dielectric lens. The spatial structure of ring laser pulse field in the vicinity of the lens focus is determined. The values of cumulation coefficient of ions, their energy, and cumulation region dimensions are obtained. Conclusions are made about the possibility of the neutron source elaboration on considered cumulation principle.	[Balakirev, V. A.; Onishchenko, I. N.; Povrozin, A. L.; Tolstoluzhsky, A. P.; Yegorov, A. M.] Kharkov Phys & Technol Inst, Natl Sci Ctr, UA-310108 Kharkov, Ukraine	Balakirev, VA (reprint author), Kharkov Phys & Technol Inst, Natl Sci Ctr, UA-310108 Kharkov, Ukraine.	onish@kipt.kharkov.ua					BALAKIREV VA, 2004, PROBLEMS ATOMIC SCI, P41; BALAKIREV VA, 2007, PROBLEMS ATOMIC SCI, P126; KATSENLENBAUM BZ, 1966, HIGH FREQUENCY ELECT; Sarkisov GS, 1999, JETP LETT+, V69, P20, DOI 10.1134/1.567978	4	0	0	0	0	KHARKOV INST PHYSICS & TECHNOLOGY	KHARKOV	NATL SCIENCE CTR, 1 AKADEMICHESKAYA ST, KHARKOV, 61108, UKRAINE	1562-6016			PROBL AT SCI TECH	Probl. At. Sci. Tech.		2008		4					77	82				6	Nuclear Science & Technology; Physics, Fluids & Plasmas; Physics, Nuclear; Physics, Particles & Fields	Nuclear Science & Technology; Physics	344TN	WOS:000258950300019					
