PT	AU	BA	BE	GP	AF	BF	CA	TI	SO	SE	BS	LA	DT	CT	CY	CL	SP	HO	DE	ID	AB	C1	RP	EM	RI	OI	FU	FX	CR	NR	TC	Z9	U1	U2	PU	PI	PA	SN	EI	BN	J9	JI	PD	PY	VL	IS	PN	SU	SI	MA	BP	EP	AR	DI	D2	PG	WC	SC	GA	UT	PM
J	Coates, JT; Fjeld, RA; Paulenova, A; DeVol, T				Coates, JT; Fjeld, RA; Paulenova, A; DeVol, T			Evaluation of a rapid technique for measuring actinide oxidation states in a ground water simulant	JOURNAL OF RADIOANALYTICAL AND NUCLEAR CHEMISTRY			English	Article; Proceedings Paper	5th International Conference on Methods and Applications of Radioanalytical Chemistry (MARC-V)	APR 09-14, 2000	KAILUA-KONA, HAWAII	Amer Nucl Soc Top			SOLVENT-EXTRACTION; SEPARATION; PLUTONIUM	A system using an ion chromatograph coupled to a now-cell scintillation detector for rapidly measuring the oxidation states of actinides at low concentrations < 10(-6)M) in aqueous solutions was evaluated. The key components of the system are a cation-anion separation column (Dionex CS5) and a flow cell detector with scintillating cerium activated glass beads. The typical procedure was to introduce a 0.5 ml aliquot of sample spiked with actinides in the +III to +VI oxidation states into a 5 mi sample loop followed by 4 mi of synthetic groundwater simulant. Separation was achieved at a now rate of 1 ml/min using an isocratic elution with oxalic, diglycolic, and nitric acids followed by distilled water. Tests were first conducted to determine elution times and recoveries for an acidic solution (pH approximate to 2) and a ground water simulant (pH approximate to 8) containing Am(III)), Pu(IV), Th(IV), Pu(V), and U(VI). Then, an analysis was performed using a mixture of Pu(IV), Pu(V), and Pu(VI) in the ground water simulant and compared to results using the DBM extraction technique. Approximate elution times were the same for both the acidic solution and the ground water simulant. These were as follows: Pu(V) at 10 min, Am(III) at 15 min, Pu(IV) at 25 min, Th (IV) at 28 min and U(VI) at 36 min. Recoveries for the acidic solution were quantitative for U(VI) and Th(IV) and exceeded 80% for Am(III). Recoveries for the ground water simulant were quantitative for U(VI), but they were generally not quantitative for Th(IV), Pu(IV), and Am(III). For Th(IV) and Pu(IV), less than quantitative recoveries were attributed to the formation of neutral hydroxides and colloids; for Am(m) they were attributed to insoluble carbonates and/or hydroxycarbonates. When applied to the measurement of plutonium in the ground water simulant, the technique provided showed good agreement with the dibenzoylmethane (DBM) extraction technique, but it could not distinguish between Pu(V) and Pu(VT). This was likely due to the reduction of Pu(VI) to Pu(V) in the sample by the oxalic acid eluent. However, in spite of this limitation, the technique can be used to distinguish between Pu(IV) and Pu(V) in aqueous environmental samples within a pH range of 4 to 8 and an E-H range of -0.2 to 0.6 V, the predominance region for Pu(III), (IV), and (V). In addition, this technique can be used to corroborate oxidation state analysis from the dibenzoylmethane (DBM) extraction method for environmental samples.	Clemson Univ, Dept Enivronm Engn & Sci, Clemson, SC 29634 USA; Comenius Univ, Dept Nat Sci, Bratislava, Slovakia	Coates, JT (reprint author), Clemson Univ, Dept Enivronm Engn & Sci, Clemson, SC 29634 USA.						BERTRAND PA, 1982, RADIOCHIM ACTA, V31, P135; BRADBURY D, 1990, P S WASTE MANAGE, V2, P327; Choppin GR, 1997, J RADIOANAL NUCL CH, V219, P203, DOI 10.1007/BF02038501; CHOPPIN GR, 1984, HDB PHYSICS CHEM ACT; COLEMAN GH, 1965, NASNS3058 NAT RES CO; Foti S. C., 1964, TALANTA, V11, P385, DOI DOI 10.1016/0039-9140(64)80047-3; Neu M. P., 1994, RADIOCHIM ACTA, V66/67, P265; REBOUL SH, 1995, HEALTH PHYS, V68, P585, DOI 10.1097/00004032-199504000-00018; REBOUL SH, 1995, THESIS CLEMSON U CLE; REBOUL SH, 1994, RADIOACT RADIOCHEM, V5, P42; SAITO A, 1983, ANAL CHEM, V55, P2454, DOI 10.1021/ac00264a065; SCHRAMKE JA, 1989, J RADIOAN NUCL CH AR, V130, P333, DOI 10.1007/BF02041353; Silva R., 1995, CHEM THERMODYNAMICS	13	7	7	0	2	KLUWER ACADEMIC PUBL	DORDRECHT	SPUIBOULEVARD 50, PO BOX 17, 3300 AA DORDRECHT, NETHERLANDS	0236-5731			J RADIOANAL NUCL CH	J. Radioanal. Nucl. Chem.	MAY	2001	248	2					501	506		10.1023/A:1010677419619		6	Chemistry, Analytical; Chemistry, Inorganic & Nuclear; Nuclear Science & Technology	Chemistry; Nuclear Science & Technology	446MA	WOS:000169516000041					
J	Matsuura, T; Iiri, Y; Takagi, S; Sekimoto, J				Matsuura, T; Iiri, Y; Takagi, S; Sekimoto, J			Tendency of description of nuclear and radiation-related matters in recent textbooks used at senior high schools in Japan	JOURNAL OF THE ATOMIC ENERGY SOCIETY OF JAPAN			Japanese	Article						trend of description; description; text books; nuclear safety; radiation safety; radiation protection; education; senior high school; science studies; social studies; how to improve the description		This report describes results of reviewing the description concerning to nuclear power or radiation found in about 90 volumes of textbooks of science (general science, physics, chemistry, etc.) and social studies (current social studies, politics and economics), geography and history, and health and athletics, published in the fiscal year 1997 through 1999. Considerable improvement, especially in the textbooks of science studies, was found in comparison with the previous review carried out for the 236 textbooks which were published before, during 1991 through 1996. In these books, scientifically correct and appropriate descriptions are being made for the fundamental knowledge nuclear energy, radiation units, natural radiation and radioactivity, radiation effects for human bodies, and radiation utilization. On the other hand, however, it was found that fear for nuclear or radiation safety still prevails in several textbooks of social studies. For example, nuclear accident of Chernobyl nuclear power station is cited in 70% of the books reviewed, as the large demerit of nuclear power as an energy source, and some description are made based on incorrect scientific data and biased information. The authors analyzed the present situation from various educational standpoints, and presented several proposals for improving the situation.								Draganic IG, 1993, RAD RADIOACTIVITY EA; *ISRE98, 1999, P INT S RAD ED HAY K, P144; MATSUURA T, 2000, P IRPA 10 10 INT C I	3	0	0	1	4	ATOMIC ENERGY SOC JAPAN	TOKYO	1-1-13 SHIMBASHI MINATO-KU, TOKYO, 105, JAPAN	0004-7120			J ATOM ENERG SOC JPN	J. At. Energy Soc. Jpn.	MAY	2001	43	5					487	492				6	Nuclear Science & Technology	Nuclear Science & Technology	448XQ	WOS:000169655600004					
J	Yanagihara, S; Ohshima, S; Sukegawa, T; Tanabe, N; Takaya, J; Kiuchi, Y; Yokota, S				Yanagihara, S; Ohshima, S; Sukegawa, T; Tanabe, N; Takaya, J; Kiuchi, Y; Yokota, S			Development of computer systems for planning and management of reactor decommissioning estimation of project management data on dismantling Tokai Power Station	JOURNAL OF THE ATOMIC ENERGY SOCIETY OF JAPAN			Japanese	Article						decommissioning; project management; reactor dismantling; dose rates; manpower; COSMARD; unit productivity factors; JPDR; Tokai Power Station; low-level radioactive wastes; decontamination; work breakdown structures; preparation; cutting		Data on the Japan Power Demonstration Reactor dismantling activities were analyzed to be applied to planning and evaluation of decommissioning reactor facilities. These were then combined with the computer systems for planning and management of reactor decommissioning (COSMARD) as a database to estimate decommissioning project management data such as manpower needs and radiation exposure to workers. The Tokai Power Station decommissioning program, which will be conducted by the Japan Atomic Power Company as the first project on decommissioning a commercial nuclear power plant in Japan, was characterized by evaluating the project management data using COSMARD and the database. It was found from the study that COSMARD and unit productivity factors were applicable to planning and evaluation of reactor decommissioning programs.								YANAGIHARA S, 1993, JSME INT J B-FLUID T, V36, P493; YANAGIHARA S, 1993, J NUCL SCI TECHNOL, V30, P890, DOI 10.1080/18811248.1993.9734563; Yanagihara S, 2001, J NUCL SCI TECHNOL, V38, P193, DOI 10.1080/18811248.2001.9715021	3	1	1	0	1	ATOMIC ENERGY SOC JAPAN	TOKYO	1-1-13 SHIMBASHI MINATO-KU, TOKYO, 105, JAPAN	0004-7120			J ATOM ENERG SOC JPN	J. At. Energy Soc. Jpn.	MAY	2001	43	5					493	502				10	Nuclear Science & Technology	Nuclear Science & Technology	448XQ	WOS:000169655600005					
J	Hamamoto, K; Kanagawa, T; Hiraiwa, K; Sakurada, K; Moriwaki, M; Aoyama, M; Yamamoto, T; Ueji, M				Hamamoto, K; Kanagawa, T; Hiraiwa, K; Sakurada, K; Moriwaki, M; Aoyama, M; Yamamoto, T; Ueji, M			High moderation MOX cores for effective use of plutonium in LWRs	JOURNAL OF THE ATOMIC ENERGY SOCIETY OF JAPAN			Japanese	Article						plutonium; LWR type reactors; high moderation; MOX; safety analysis; fuel cycle; back-end; economics; Japan; fuel management		Conceptual design studies have been performed for high moderation full MOX cores aiming at increasing fissile Pu consumption rate (ratio of the consumed to the loaded fissile Pu) and reducing residual Pu in discharged MOX fuel. The BWR cores studied have hydrogen to heavy metal ratio (H:HM) of 5.9 with increasing water rods and 7.0 with reducing a fuel rod diameter based on a reference 9x9 fuel (H/HM=4.9) of ABWR. The PWR cores studied have H/HM of 5.0 and 6.0 with reducing a fuel rod diameter based on a reference 17x17 fuel (H/HM= 4.0) of APWR. Equilibrium core design and plant safety analyses showed that those high moderation cores have compatibility with ABWR and APWR. The fissile Pu consumption rate is 22% larger than the full MOX cores with reference fuel of ABWR and 50% for APWR. The core performance and compatibility has been also evaluated in the condition of multi-recycle of Pu in these high moderation cores. Study has been conducted to evaluate the effect of introducing these high moderation cores in the fuel cycle of Japan. It shows that the high moderation cores produce 26% more cumulative electricity and reduce 22% stock of the fissile Pu by 2050 than the reference cores.								AOYAMA M, 1998, OECD NEA WORKSH ADV; KANAGAWA T, 1997, P INT C FUT NUCL SYS, V1, P281; MOCHIDA Y, 1995, ICONE 3, V2, P811; SAKURADA K, 1999, P INT C FUT NUCL SYS; SEKI K, 1998, ICONE 6, P437; *SWAT, 1997, 97047 JAERIDATACODE; YAMAMOTO T, 1998, FUEL CYCLE OPTIONS L	7	1	1	0	1	ATOMIC ENERGY SOC JAPAN	TOKYO	1-1-13 SHIMBASHI MINATO-KU, TOKYO, 105, JAPAN	0004-7120			J ATOM ENERG SOC JPN	J. At. Energy Soc. Jpn.	MAY	2001	43	5					503	517				15	Nuclear Science & Technology	Nuclear Science & Technology	448XQ	WOS:000169655600006					
J	Medici, F				Medici, F			Particulate sampling in the IMS radionuclide network of the Comprehensive Nuclear-Test-Ban Treaty	KERNTECHNIK			English	Article								The radionuclide network of the IMS consists of 80 radionuclide stations monitoring radioactive airborne particulate. The air sampling systems at these stations require high technical standards regarding robustness, calibration and reliability. These systems are and will be deployed at locations where very different and often very, harsh environmental conditions can dominate. An overview of sampling systems is given taking in consideration environmental and operational constraints. Because of lack of experience running radionuclide stations at the required standards, several issues are still open and need consideration for future installations and operation.	Vienna Int Ctr, Provis Tech Secretariat, Preparatory Commiss, Comprehens Nucl Test Ban Treaty Org, A-1400 Vienna, Austria	Medici, F (reprint author), Vienna Int Ctr, Provis Tech Secretariat, Preparatory Commiss, Comprehens Nucl Test Ban Treaty Org, POB 1200, A-1400 Vienna, Austria.						*CDNTBWP224, 1995, CDNTBWP224; *CEI IEC, 1995, 1452 CEI IEC; Cohen B. S., 1995, AIR SAMPLING INSTRUM; *STUK, 2000, TEST DIFF TYP FLAT F; WAGENBACH D, 2000, CONTINUOUS HIGH SENS; 1997, 2 SESS PREP COMM COM	6	4	9	0	0	CARL HANSER VERLAG	MUNICH	KOLBERGERSTRASSE 22, POSTFACH 86 04 20, D-81679 MUNICH, GERMANY	0932-3902			KERNTECHNIK	Kerntechnik	MAY	2001	66	3					121	125				5	Nuclear Science & Technology	Nuclear Science & Technology	477NN	WOS:000171290400007					
J	Takano, M; Krioutchenkov, V				Takano, M; Krioutchenkov, V			Technical methods employed for the On-Site inspection	KERNTECHNIK			English	Article								In the paper, the technical methods to be used for the on-site inspection (OSI) are reviewed. The main purpose of the OSI is to find evidences of a nuclear explosion conducted anyplace in the world, however, the technical methods described in the paper might be employed for a suspected underground explosion. Various technical methods are described but they can be classified into two categories, namely, technical methods, 1) to identify fission products, and 2) to identify, underground evidences. Fission products can be identified by, conventional gamma spectrum analysis, however, for the OSI, radioactive Xe and Ar are important nuclides since they, are supposed to leak to the ground surface even when the explosion is conducted in deep underground. The seismic and various other technical methods, which might be commonly used by, mining industry, can identify the underground evidences, such as a cavity. However, these technical methods might be necessary, to be verified to confirm the applicability and effectiveness to OSI objectives.	Vienna Int Ctr, Preparatory Commiss, Comprehens Nucl Test Ban Treaty Org, Provis Tech Secretariat, A-1400 Vienna, Austria	Takano, M (reprint author), Vienna Int Ctr, Preparatory Commiss, Comprehens Nucl Test Ban Treaty Org, Provis Tech Secretariat, POB 1200, A-1400 Vienna, Austria.							0	3	3	0	1	CARL HANSER VERLAG	MUNICH	KOLBERGERSTRASSE 22, POSTFACH 86 04 20, D-81679 MUNICH, GERMANY	0932-3902			KERNTECHNIK	Kerntechnik	MAY	2001	66	3					143	146				4	Nuclear Science & Technology	Nuclear Science & Technology	477NN	WOS:000171290400011					
J	Vehovar, L; Tandler, M				Vehovar, L; Tandler, M			Stainless steel containers for the storage of low and medium level radioactive waste	NUCLEAR ENGINEERING AND DESIGN			English	Article								Corrosion investigations have been performed on the austenitic structural steel AISI 304L, in comparison with the structural steel AISI 316L, in an aerated and a de-aerated solution, which was leached from low and medium level radioactive waste. On the basis of measured potentio-dynamic anodic polarization curves and the results of cyclic polarization tests, it was Found that both types of steel, as well as the corresponding welds, had a high pitting potential and a high protective potential, which means that they have a strong tendency to form a compact and corrosion-resistant passive film. The repassivation capability of both types of steel prevents the occurrence of stress corrosion cracking at the level of concentration of chloride ions which corresponds to the described type of waste. whereas absorbed atomic hydrogen does not reduce toughness or cause hydrogen embrittlement. The results of the research work confirmed that it is possible to use AISI 304L structural steel for the construction of containers for the temporary, 30-year storage of low and medium level radioactive waste. (C) 2001 Elsevier Science B.V. All rights reserved.	Inst Met & Technol, Ljubljana 1000, Slovenia	Vehovar, L (reprint author), Inst Met & Technol, Lepi Pot 11, Ljubljana 1000, Slovenia.						Birnbaum H. K., 1977, P MET SOC AIME NEW Y, P326; *INT AT EN AG, 1993, TECHN REP SER INT AT, V355, P29; LINO M, 1986, PERSPECTIVES HYDROGE, P403; NISHIMURA R, 1989, CORROSION, V45, P308; ROBERTSON IM, 1986, PERSPECTIVES HYDROGE, P717; SEDRICKS J, 1992, ASM INT STRESS CORRO, P94; SIMPSON J, 1992, STEEL CONTAINER MAT, P47; SMAILOS E, 1992, ADV CORROSION STUDIE, P23	8	8	8	1	3	ELSEVIER SCIENCE SA	LAUSANNE	PO BOX 564, 1001 LAUSANNE, SWITZERLAND	0029-5493			NUCL ENG DES	Nucl. Eng. Des.	MAY	2001	206	1					21	33		10.1016/S0029-5493(00)00443-X		13	Nuclear Science & Technology	Nuclear Science & Technology	416XG	WOS:000167805300003					
J	Henry, MO; McGlynn, E; Fryar, J; Lindner, S; Bollmann, J				Henry, MO; McGlynn, E; Fryar, J; Lindner, S; Bollmann, J			The evolution of point defects in semiconductors studied using the decay of implanted radioactive isotopes	NUCLEAR INSTRUMENTS & METHODS IN PHYSICS RESEARCH SECTION B-BEAM INTERACTIONS WITH MATERIALS AND ATOMS			English	Article; Proceedings Paper	E-MRS Spring Meeting on Materials Science with Ion Beams	MAY 30-JUN 02, 2000	STRASBOURG, FRANCE	E-MRS			SILICON; PHOTOLUMINESCENCE; AU	Beams of radioactive ions implanted in semiconductors provide a unique means of establishing the chemical identity of point defects and of exploring the evolution of defects through several chemical species. We report results obtained for samples of Si implanted with either Hg-193 or Hg-197. The defects produced were studied using photoluminescence (PL). In addition to the defects involving only Hg or its daughters, more complex defects containing Li were also created and studied as the radioactive heavy element constituents decayed. We have identified a new defect containing one Hg atom and another involving Li and two Au atoms. (C) 2001 Elsevier Science B.V. All rights reserved.	Dublin City Univ, Sch Phys Sci, Dublin 9, Ireland; Max Planck Inst Festkorperforsch, D-70506 Stuttgart, Germany	Henry, MO (reprint author), Dublin City Univ, Sch Phys Sci, Collins Ave, Dublin 9, Ireland.		McGlynn, Enda /O-6098-2015	McGlynn, Enda /0000-0002-3412-9035			CONZELMANN H, 1987, APPL PHYS A-MATER, V42, P1, DOI 10.1007/BF00618154; HENRY A, 1993, PHYS REV B, V47, P20; Henry MO, 1998, PHYS STATUS SOLIDI B, V210, P853, DOI 10.1002/(SICI)1521-3951(199812)210:2<853::AID-PSSB853>3.0.CO;2-D; Henry M. O., 1996, P 23 INT C PHYS SEM, P2713; HOFSASS H, 1991, PHYS REP, V201, P121, DOI 10.1016/0370-1573(91)90121-2; MAGERLE R, 1995, PHYS REV LETT, V75, P1594, DOI 10.1103/PhysRevLett.75.1594; MAHNKE HE, 1987, HYPERFINE INTERACT, V49, P77; Murch G. E., 1984, DIFFUSION CRYSTALLIN; NIESEN L, 1987, MOSSBAUER SPECTROSCO; PETERSEN JW, 1990, APPL PHYS LETT, V56, P1122, DOI 10.1063/1.102587; WEBER J, 1982, PHYS REV B, V25, P7688, DOI 10.1103/PhysRevB.25.7688	11	2	2	0	0	ELSEVIER SCIENCE BV	AMSTERDAM	PO BOX 211, 1000 AE AMSTERDAM, NETHERLANDS	0168-583X			NUCL INSTRUM METH B	Nucl. Instrum. Methods Phys. Res. Sect. B-Beam Interact. Mater. Atoms	MAY	2001	178						256	259		10.1016/S0168-583X(00)00474-2		4	Instruments & Instrumentation; Nuclear Science & Technology; Physics, Atomic, Molecular & Chemical; Physics, Nuclear	Instruments & Instrumentation; Nuclear Science & Technology; Physics	444MR	WOS:000169403700050					
J	Rivera, A; van Veen, A; Schut, H; de Nijs, JMM; Balk, P; Alkemade, PFA				Rivera, A; van Veen, A; Schut, H; de Nijs, JMM; Balk, P; Alkemade, PFA			The behaviour of deuterium incorporated into the buried oxide of SIMOX	NUCLEAR INSTRUMENTS & METHODS IN PHYSICS RESEARCH SECTION B-BEAM INTERACTIONS WITH MATERIALS AND ATOMS			English	Article; Proceedings Paper	E-MRS Spring Meeting on Materials Science with Ion Beams	MAY 30-JUN 02, 2000	STRASBOURG, FRANCE	E-MRS		SIMOX; SOI; hydrogen; deuterium; TDS; positron	SIO2 LAYERS; IONS; SILICON	The buried oxide (BOX) layer of SIMOX samples was implanted with 20-30 keV D(+) ion implantation at doses from 10(14) to 10(16) cm(-2). Other samples were exposed to pure deuterium gas (0-1 MPa) at temperatures in the range 800-1100 K. Thermal desorption spectrometry (TDS) revealed two main trapping sites for deuterium in the buried oxide, The first releases deuterium at similar to 900 K (activation energy similar to2.5 eV) and the second at similar to 1250 K (activation energy similar to3.4 eV), They are attributed to dissociation of Si-D and Si-OD groups, respectively. The first peak is dominant in the implanted samples while the second is the dominant one for samples exposed to deuterium gas. The formation of the Si-OD groups is a temperature-activated process. The trapping of deuterium in the implanted samples is related to implantation-induced vacancy-like defects that are detected by means of positron beam analysis (PBA). Annealing at 900 K leads to a complete defect recovery. Deuterium profiling by SIMS confirms the trapping in the defects. (C) 2001 Elsevier Science B.V, All rights reserved.	Delft Univ Technol, Interfac Reactor Inst, NL-2629 JB Delft, Netherlands; Delft Univ Technol, DIMES, NL-2600 GB Delft, Netherlands	Rivera, A (reprint author), Delft Univ Technol, Interfac Reactor Inst, Mekelweg 15, NL-2629 JB Delft, Netherlands.	rivera@DIMES.TUDelft.NL					Afanas'ev VV, 1997, J APPL PHYS, V82, P2184, DOI 10.1063/1.366025; ARNOLD GW, 1982, NUCL INSTRUM METHODS, V194, P491, DOI 10.1016/0029-554X(82)90570-5; BIERSACK JP, 1980, NUCL INSTRUM METHODS, V174, P257, DOI 10.1016/0029-554X(80)90440-1; Bruel M, 1998, MRS BULL, V23, P35; CAMPISI GJ, 1991, IEEE SOI C P, P16; MYERS SM, 1993, J APPL PHYS, V73, P2196, DOI 10.1063/1.353122; MYERS SM, 1990, J APPL PHYS, V67, P4064, DOI 10.1063/1.344964; SHELBY JE, 1980, J APPL PHYS, V51, P2589, DOI 10.1063/1.327986; VANVEEN A, 1990, AIP CONF PROC, V218, P171; Zhu ZY, 1998, NUCL INSTRUM METH B, V146, P455, DOI 10.1016/S0168-583X(98)00477-7; Zimmerman L, 1998, MATER RES SOC SYMP P, V513, P331	11	3	3	0	1	ELSEVIER SCIENCE BV	AMSTERDAM	PO BOX 211, 1000 AE AMSTERDAM, NETHERLANDS	0168-583X			NUCL INSTRUM METH B	Nucl. Instrum. Methods Phys. Res. Sect. B-Beam Interact. Mater. Atoms	MAY	2001	178						287	290		10.1016/S0168-583X(00)00484-5		4	Instruments & Instrumentation; Nuclear Science & Technology; Physics, Atomic, Molecular & Chemical; Physics, Nuclear	Instruments & Instrumentation; Nuclear Science & Technology; Physics	444MR	WOS:000169403700057					
J	Vukovic, B; Ilakovac, K				Vukovic, B; Ilakovac, K			Hypersatellite and satellite transitions in cobalt	NUCLEAR INSTRUMENTS & METHODS IN PHYSICS RESEARCH SECTION B-BEAM INTERACTIONS WITH MATERIALS AND ATOMS			English	Article						hafnium; hypersatellite; satellite transitions; energy shifts; intensity ratios	ELECTRON ENERGY SHIFTS; K X-RAY; BREIT INTERACTION; ATOMS; VACANCIES; PROGRAM	An accurate measurement of energy shifts and relative intensities of hypersatellite and satellite transitions in cobalt have been made. The use of radioactive Ni-59, which decays mostly by the nuclear K-electron capture to cobalt and the low-probability processes of ejection of the other K-electron allowed the observation of decays among very pure double inner-shell-hole states. The measurements were made using a pair of high-purity germanium detectors in conjunction with a fast-slow coincidence system and a 128 x 512 x 512-channel three-parameter pulse-height analyzer. The results for the hypersatellite shifts are Delta (K alpha (h)) = 274.9 +/- 1.6 eV and Delta (K beta (h)) = 354.5 +/- 4.6 eV, and for the satellite shifts Delta (K alpha (s) L-1) = 25.1 +/- 1.4 eV, Delta (K beta (s) L-1) = 39.1 +/- 4.8 eV and Delta (K alpha (s) M-1) = 8.8 +/- 4.2 eV. The results for the intensity ratios are I(K beta (h))/K alpha (h)) = 0.119 +/- 0.006, I(K beta (s) L-1)/I(K alpha (s) L-1) = 0.114 +/- 0.007, and I(K beta (s) M-1)/I(K alpha (s) M-1 = 0.092 +/- 0.023. Present results and the available results of earlier work are compared. (C) 2001 Published by Elsevier Science B.V.	Univ Zagreb, Fac Sci, Dept Phys, HR-10000 Zagreb, Croatia; JJ Strossmayer Univ Osijek, Fac Educ, Dept Phys, HR-31000 Osijek, Croatia	Ilakovac, K (reprint author), Univ Zagreb, Fac Sci, Dept Phys, Bijenicka Cesta 32, HR-10000 Zagreb, Croatia.						BHATTACHARYA J, 1985, PHYS REV A, V32, P941, DOI 10.1103/PhysRevA.32.941; BRIAND JP, 1971, PHYS REV LETT, V27, P777, DOI 10.1103/PhysRevLett.27.777; BURCH D, 1974, PHYS REV A, V9, P1007, DOI 10.1103/PhysRevA.9.1007; CHEN MH, 1982, PHYS REV A, V25, P391, DOI 10.1103/PhysRevA.25.391; DESCLAUX JP, 1974, PHYS REV LETT, V32, P447, DOI 10.1103/PhysRevLett.32.447; DESCLAUX JP, 1975, COMPUT PHYS COMMUN, V9, P31, DOI 10.1016/0010-4655(75)90054-5; HORVAT V, 1985, PHYS REV A, V31, P1543, DOI 10.1103/PhysRevA.31.1543; ILAKOVAC K, 1990, PHYS REV A, V42, P3984, DOI 10.1103/PhysRevA.42.3984; Lederer CM, 1978, TABLE ISOTOPES; LIBERMAN DA, 1971, COMPUT PHYS COMMUN, V2, P107, DOI 10.1016/0010-4655(71)90020-8; SALEM SI, 1982, PHYS REV LETT, V49, P1240, DOI 10.1103/PhysRevLett.49.1240; Torok I, 1999, NUCL INSTRUM METH B, V150, P8, DOI 10.1016/S0168-583X(98)01045-3	12	2	2	0	1	ELSEVIER SCIENCE BV	AMSTERDAM	PO BOX 211, 1000 AE AMSTERDAM, NETHERLANDS	0168-583X			NUCL INSTRUM METH B	Nucl. Instrum. Methods Phys. Res. Sect. B-Beam Interact. Mater. Atoms	MAY	2001	174	4					401	406		10.1016/S0168-583X(01)00310-X		6	Instruments & Instrumentation; Nuclear Science & Technology; Physics, Atomic, Molecular & Chemical; Physics, Nuclear	Instruments & Instrumentation; Nuclear Science & Technology; Physics	425UH	WOS:000168309700001					
J	Hollands, R; Rutt, H; Clough, AS; Peel, R; Smith, R				Hollands, R; Rutt, H; Clough, AS; Peel, R; Smith, R			Preliminary results for the diffusion of water into fibre optic oil well sensors	NUCLEAR INSTRUMENTS & METHODS IN PHYSICS RESEARCH SECTION B-BEAM INTERACTIONS WITH MATERIALS AND ATOMS			English	Article						ion beam analysis; fibre optics; deuterium penetration	FIBER SENSORS; PRESSURE	Preliminary results are presented on a measurement technique for determination of water penetration into fibre optic sensors under high pressure, high temperature conditions. Both fibre optic sensors and communication fibres. were subjected to prolonged treatment in heavy water at temperatures up to 250 degreesC and pressures of 40 bar, Deuterium penetration is measured by a nuclear reaction technique based on a He-3 micro-focussed inn beam, which permits two-dimensional mapping of the deuterium penetration into cleaved fibres. Water penetration can be detected whilst still confined to the cladding, well before any optical effects become apparent, permitting prediction of likely fibre lifetime under down-hole conditions after realistic experimental times. (C) 2001 Elsevier Science B.V, All rights reserved.	Univ Surrey, Dept Phys, Guildford GU2 7XH, Surrey, England; Univ Southampton, Southampton SO17 1BJ, Hants, England; Univ Surrey, Dept Elect & Elect Engn, Guildford GU2 7XH, Surrey, England	Hollands, R (reprint author), Univ Surrey, Dept Phys, Guildford GU2 7XH, Surrey, England.						Bruckner R., 1971, Journal of Non-Crystalline Solids, V5, P177, DOI 10.1016/0022-3093(71)90032-9; Bruckner R., 1970, Journal of Non-Crystalline Solids, V5, P123, DOI 10.1016/0022-3093(70)90190-0; Clowes J, 1999, ELECTRON LETT, V35, P926, DOI 10.1049/el:19990646; Clowes JR, 1998, IEEE PHOTONIC TECH L, V10, P403, DOI 10.1109/68.661424; Clowes JR, 1998, IEEE PHOTONIC TECH L, V10, P857, DOI 10.1109/68.681509; DAVIS KM, 1995, J NON-CRYST SOLIDS, V185, P203, DOI 10.1016/0022-3093(95)00015-1; Dersch O, 1997, MATER SCI FORUM, V248-2, P389; Drew DW, 1996, NUCL INSTRUM METH B, V119, P429, DOI 10.1016/0168-583X(96)00462-4; HOLLANDS R, 1999, INT J PIXE, V9, P227, DOI 10.1142/S0129083599000322; Jenneson PM, 1997, NUCL INSTRUM METH B, V132, P697, DOI 10.1016/S0168-583X(97)00500-4; KLUTH EL, 1999, COMMUNICATION; XU MG, 1993, ELECTRON LETT, V29, P378, DOI 10.1049/el:19930254; KLUTH EL, 1996, Patent No. 5570437	13	8	8	0	1	ELSEVIER SCIENCE BV	AMSTERDAM	PO BOX 211, 1000 AE AMSTERDAM, NETHERLANDS	0168-583X			NUCL INSTRUM METH B	Nucl. Instrum. Methods Phys. Res. Sect. B-Beam Interact. Mater. Atoms	MAY	2001	174	4					519	525		10.1016/S0168-583X(01)00318-4		7	Instruments & Instrumentation; Nuclear Science & Technology; Physics, Atomic, Molecular & Chemical; Physics, Nuclear	Instruments & Instrumentation; Nuclear Science & Technology; Physics	425UH	WOS:000168309700015					
